Датум,Цена на последна трансакција,Макс.,Мин.,%пром.,Количина,Промет во БЕСТ во денари,Вкупен промет во денари
25.10.2018,"1.200,00","1.200,00","1.200,00","1.200,00","570,39",80.0,96.000
21.12.2016,"179,00","179,00","179,00","179,00",,6.931,1.240.649
