Датум,Цена на последна трансакција,Макс.,Мин.,%пром.,Количина,Промет во БЕСТ во денари,Вкупен промет во денари
16.8.2024,"5.050,00","5.050,00","5.050,00","5.050,00","1,00",79,398.95
05.1.2024,"5.000,00","5.000,00","5.000,00","5.000,00","61,29",62,310.0
13.3.2020,"3.100,00","3.100,00","3.100,00","3.100,00","-55,23",3,9.3
16.8.2024,"5.050,00","5.050,00","5.050,00","5.050,00","1,00",79,398.950
